,location,product_name,diameter,piece,cover_fill,type_r_c,fondant,fondant_type,topic,topic_type,price
1159,C,Victoria Cake,12.0,9,1,GN,0,0,1,Basica,45.0
1160,C,Red Velvet,12.0,9,1,BC,0,0,1,Basica,45.0
1161,C,Carrot Cake,12.0,9,1,BC,0,0,1,Basica,45.0
1162,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Basica,60.0
1163,C,Victoria Cake,18.0,15,1,GN,0,0,1,Basica,60.0
1164,C,Red Velvet,18.0,15,1,BC,0,0,1,Basica,60.0
1165,C,Carrot Cake,18.0,15,1,BC,0,0,1,Basica,60.0
1166,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Basica,75.0
1167,C,Victoria Cake,25.0,30,1,GN,0,0,1,Basica,75.0
1168,C,Red Velvet,25.0,30,1,BC,0,0,1,Basica,75.0
1169,C,Carrot Cake,25.0,30,1,BC,0,0,1,Basica,75.0
1170,C,Chocolat Cake,12.0,9,1,GN,0,0,1,Alta,75.0
1171,C,Victoria Cake,12.0,9,1,GN,0,0,1,Alta,75.0
1172,C,Red Velvet,12.0,9,1,BC,0,0,1,Alta,75.0
1173,C,Carrot Cake,12.0,9,1,BC,0,0,1,Alta,75.0
1174,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Alta,75.0
1175,C,Victoria Cake,18.0,15,1,GN,0,0,1,Alta,75.0
1176,C,Red Velvet,18.0,15,1,BC,0,0,1,Alta,75.0
1177,C,Carrot Cake,18.0,15,1,BC,0,0,1,Alta,75.0
1178,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Alta,75.0
1179,C,Victoria Cake,25.0,30,1,GN,0,0,1,Alta,75.0
1180,C,Red Velvet,25.0,30,1,BC,0,0,1,Alta,75.0
1181,C,Carrot Cake,25.0,30,1,BC,0,0,1,Alta,75.0
1182,C,Chocolat Cake,12.0,9,1,GN,0,0,1,Muy Alta,95.0
1183,C,Victoria Cake,12.0,9,1,GN,0,0,1,Muy Alta,95.0
1184,C,Red Velvet,12.0,9,1,BC,0,0,1,Muy Alta,95.0
1185,C,Carrot Cake,12.0,9,1,BC,0,0,1,Muy Alta,95.0
1186,C,Chocolat Cake,18.0,15,1,GN,0,0,1,Muy Alta,95.0
1187,C,Victoria Cake,18.0,15,1,GN,0,0,1,Muy Alta,95.0
1188,C,Red Velvet,18.0,15,1,BC,0,0,1,Muy Alta,95.0
1189,C,Carrot Cake,18.0,15,1,BC,0,0,1,Muy Alta,95.0
1190,C,Chocolat Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1191,C,Victoria Cake,25.0,30,1,GN,0,0,1,Muy Alta,95.0
1192,C,Red Velvet,25.0,30,1,BC,0,0,1,Muy Alta,95.0
1193,C,Carrot Cake,25.0,30,1,BC,0,0,1,Muy Alta,95.0
1194,C,Chocolat Cake,12.0,9,1,GN,0,0,0,Sin Tematica,30.0
1195,C,Victoria Cake,12.0,9,1,GN,0,0,0,Sin Tematica,30.0
1196,C,Red Velvet,12.0,9,1,BC,0,0,0,Sin Tematica,30.0
1197,C,Carrot Cake,12.0,9,1,BC,0,0,0,Sin Tematica,30.0
1198,C,Chocolat Cake,18.0,15,1,GN,0,0,0,Sin Tematica,35.0
1199,C,Victoria Cake,18.0,15,1,GN,0,0,0,Sin Tematica,35.0
1200,C,Red Velvet,18.0,15,1,BC,0,0,0,Sin Tematica,35.0
1201,C,Carrot Cake,18.0,15,1,BC,0,0,0,Sin Tematica,35.0
1202,C,Chocolat Cake,25.0,30,1,GN,0,0,0,Sin Tematica,40.0
1203,C,Victoria Cake,25.0,30,1,GN,0,0,0,Sin Tematica,40.0
1204,C,Red Velvet,25.0,30,1,BC,0,0,0,Sin Tematica,40.0
1205,C,Carrot Cake,25.0,30,1,BC,0,0,0,Sin Tematica,40.0
